Age,Gender,Education Level,Job Title,Years of Experience,Salary,Job Field
25,Female,Bachelor's,Front End Developer,1,55000.0,Engineering
42,Male,PhD,Software Engineer,14,190000.0,Engineering
31,Male,Bachelor's,Full Stack Engineer,6,115000.0,Engineering
49,Female,PhD,Senior Project Engineer,17,195000.0,Engineering
36,Male,Master's,Back End Developer,9,150000.0,Engineering
33,Female,Bachelor's,Full Stack Engineer,6,115000.0,Engineering
45,Male,PhD,Software Engineer,16,185000.0,Engineering
28,Female,Bachelor's,Front End Developer,2,65000.0,Engineering
39,Female,Master's,Software Engineer,12,160000.0,Engineering
30,Male,Bachelor's,Back End Developer,5,100000.0,Engineering
46,Male,PhD,Senior Project Engineer,15,180000.0,Engineering
25,Female,Bachelor's,Front End Developer,1,55000.0,Engineering
42,Male,PhD,Software Engineer,14,190000.0,Engineering
31,Male,Bachelor's,Full Stack Engineer,6,115000.0,Engineering
49,Female,PhD,Senior Project Engineer,17,195000.0,Engineering
36,Male,Master's,Back End Developer,9,150000.0,Engineering
33,Female,Bachelor's,Full Stack Engineer,6,115000.0,Engineering
45,Male,PhD,Software Engineer,16,185000.0,Engineering
28,Female,Bachelor's,Front End Developer,2,65000.0,Engineering
39,Female,Master's,Software Engineer,12,160000.0,Engineering
30,Male,Bachelor's,Back End Developer,5,100000.0,Engineering
46,Male,PhD,Senior Project Engineer,15,180000.0,Engineering
25,Female,Bachelor's,Front End Developer,1,55000.0,Engineering
42,Male,PhD,Software Engineer,14,190000.0,Engineering
31,Male,Bachelor's,Full Stack Engineer,6,115000.0,Engineering
49,Female,PhD,Senior Project Engineer,17,195000.0,Engineering
36,Male,Master's,Back End Developer,9,150000.0,Engineering
33,Female,Bachelor's,Full Stack Engineer,6,115000.0,Engineering
45,Male,PhD,Software Engineer,16,185000.0,Engineering
28,Female,Bachelor's,Front End Developer,2,65000.0,Engineering
39,Female,Master's,Software Engineer,12,160000.0,Engineering
30,Male,Bachelor's,Back End Developer,5,100000.0,Engineering
46,Male,PhD,Senior Project Engineer,15,180000.0,Engineering
25,Female,Bachelor's,Front End Developer,1,55000.0,Engineering
42,Male,PhD,Software Engineer,14,190000.0,Engineering
31,Male,Bachelor's,Full Stack Engineer,6,115000.0,Engineering
49,Female,PhD,Senior Project Engineer,17,195000.0,Engineering
36,Male,Master's,Back End Developer,9,150000.0,Engineering
33,Female,Bachelor's,Full Stack Engineer,6,115000.0,Engineering
45,Male,PhD,Software Engineer,16,185000.0,Engineering
28,Female,Bachelor's,Front End Developer,2,65000.0,Engineering
39,Female,Master's,Software Engineer,12,160000.0,Engineering
30,Male,Bachelor's,Back End Developer,5,100000.0,Engineering
46,Male,PhD,Senior Project Engineer,15,180000.0,Engineering
25,Female,Bachelor's,Front End Developer,1,55000.0,Engineering
42,Male,PhD,Software Engineer,14,190000.0,Engineering
31,Male,Bachelor's,Full Stack Engineer,6,115000.0,Engineering
49,Female,PhD,Senior Project Engineer,17,195000.0,Engineering
36,Male,Master's,Back End Developer,9,150000.0,Engineering
33,Female,Bachelor's,Full Stack Engineer,6,115000.0,Engineering
45,Male,PhD,Software Engineer,16,185000.0,Engineering
28,Female,Bachelor's,Front End Developer,2,65000.0,Engineering
39,Female,Master's,Software Engineer,12,160000.0,Engineering
30,Male,Bachelor's,Back End Developer,5,100000.0,Engineering
46,Male,PhD,Senior Project Engineer,15,180000.0,Engineering
25,Female,Bachelor's,Front End Developer,1,55000.0,Engineering
42,Male,PhD,Software Engineer,14,190000.0,Engineering
31,Male,Bachelor's,Full Stack Engineer,6,115000.0,Engineering
49,Female,PhD,Senior Project Engineer,17,195000.0,Engineering
36,Male,Master's,Back End Developer,9,150000.0,Engineering
33,Female,Bachelor's,Full Stack Engineer,6,115000.0,Engineering
45,Male,PhD,Software Engineer,16,185000.0,Engineering
28,Female,Bachelor's,Front End Developer,2,65000.0,Engineering
39,Female,Master's,Software Engineer,12,160000.0,Engineering
30,Male,Bachelor's,Back End Developer,5,100000.0,Engineering
46,Male,PhD,Senior Project Engineer,15,180000.0,Engineering
29,Male,Bachelor's,Front End Developer,4,90000.0,Engineering
40,Female,Master's,Software Engineer,12,160000.0,Engineering
27,Female,Bachelor's,Back End Developer,3,80000.0,Engineering
50,Male,PhD,Senior Project Engineer,18,195000.0,Engineering
33,Female,Master's,Full Stack Engineer,6,115000.0,Engineering
37,Male,Bachelor's,Software Engineer,10,150000.0,Engineering
28,Male,Bachelor's,Front End Developer,2,65000.0,Engineering
44,Female,PhD,Senior Project Engineer,14,190000.0,Engineering
35,Male,Master's,Back End Developer,8,140000.0,Engineering
47,Male,PhD,Software Engineer,16,185000.0,Engineering
34,Female,Bachelor's,Full Stack Engineer,7,130000.0,Engineering
31,Female,Master's,Front End Developer,5,105000.0,Engineering
51,Male,PhD,Senior Project Engineer,19,200000.0,Engineering
30,Male,Bachelor's,Back End Developer,5,100000.0,Engineering
42,Male,Master's,Software Engineer,13,170000.0,Engineering
33,Female,Bachelor's,Full Stack Engineer,6,115000.0,Engineering
45,Male,PhD,Senior Project Engineer,16,185000.0,Engineering
29,Female,Bachelor's,Front End Developer,4,90000.0,Engineering
39,Female,Master's,Software Engineer,12,160000.0,Engineering
27,Male,Bachelor's,Back End Developer,3,80000.0,Engineering
49,Male,PhD,Senior Project Engineer,17,195000.0,Engineering
32,Female,Master's,Full Stack Engineer,6,115000.0,Engineering
36,Male,Bachelor's,Software Engineer,8,135000.0,Engineering
27,Male,Bachelor's,Front End Developer,2,65000.0,Engineering
43,Female,PhD,Senior Project Engineer,14,190000.0,Engineering
34,Male,Master's,Back End Developer,8,140000.0,Engineering
46,Male,PhD,Software Engineer,16,185000.0,Engineering
33,Female,Bachelor's,Full Stack Engineer,7,130000.0,Engineering
30,Female,Master's,Front End Developer,5,105000.0,Engineering
50,Male,PhD,Senior Project Engineer,19,200000.0,Engineering
30,Male,Bachelor's,Back End Developer,5,100000.0,Engineering
42,Male,Master's,Software Engineer,13,170000.0,Engineering
33,Female,Bachelor's,Full Stack Engineer,6,115000.0,Engineering
45,Male,PhD,Senior Project Engineer,16,185000.0,Engineering
29,Female,Bachelor's,Front End Developer,4,90000.0,Engineering
39,Female,Master's,Software Engineer,12,160000.0,Engineering
27,Male,Bachelor's,Back End Developer,3,80000.0,Engineering
49,Male,PhD,Senior Project Engineer,17,195000.0,Engineering
32,Female,Master's,Full Stack Engineer,6,115000.0,Engineering
36,Male,Bachelor's,Software Engineer,8,135000.0,Engineering
27,Male,Bachelor's,Front End Developer,2,65000.0,Engineering
43,Female,PhD,Senior Project Engineer,14,190000.0,Engineering
34,Male,Master's,Back End Developer,8,140000.0,Engineering
46,Male,PhD,Software Engineer,16,185000.0,Engineering
33,Female,Bachelor's,Full Stack Engineer,7,130000.0,Engineering
30,Female,Master's,Front End Developer,5,105000.0,Engineering
50,Male,PhD,Senior Project Engineer,19,200000.0,Engineering
30,Male,Bachelor's,Back End Developer,5,100000.0,Engineering
42,Male,Master's,Software Engineer,13,170000.0,Engineering
33,Female,Bachelor's,Full Stack Engineer,6,115000.0,Engineering
45,Male,PhD,Senior Project Engineer,16,185000.0,Engineering
29,Female,Bachelor's,Front End Developer,4,90000.0,Engineering
39,Female,Master's,Software Engineer,12,160000.0,Engineering
27,Male,Bachelor's,Back End Developer,3,80000.0,Engineering
49,Male,PhD,Senior Project Engineer,17,195000.0,Engineering
32,Female,Master's,Full Stack Engineer,6,115000.0,Engineering
36,Male,Bachelor's,Software Engineer,8,135000.0,Engineering
27,Male,Bachelor's,Front End Developer,2,65000.0,Engineering
43,Female,PhD,Senior Project Engineer,14,190000.0,Engineering
34,Male,Master's,Back End Developer,8,140000.0,Engineering
46,Male,PhD,Software Engineer,16,185000.0,Engineering
33,Female,Bachelor's,Full Stack Engineer,7,130000.0,Engineering
30,Female,Master's,Front End Developer,5,105000.0,Engineering
50,Male,PhD,Senior Project Engineer,19,200000.0,Engineering
30,Male,Bachelor's,Back End Developer,5,100000.0,Engineering
42,Male,Master's,Software Engineer,13,170000.0,Engineering
33,Female,Bachelor's,Full Stack Engineer,6,115000.0,Engineering
45,Male,PhD,Senior Project Engineer,16,185000.0,Engineering
29,Female,Bachelor's,Front End Developer,4,90000.0,Engineering
39,Female,Master's,Software Engineer,12,160000.0,Engineering
27,Male,Bachelor's,Back End Developer,3,80000.0,Engineering
49,Male,PhD,Senior Project Engineer,17,195000.0,Engineering
32,Female,Master's,Full Stack Engineer,6,115000.0,Engineering
36,Male,Bachelor's,Software Engineer,8,135000.0,Engineering
27,Male,Bachelor's,Front End Developer,2,65000.0,Engineering
43,Female,PhD,Senior Project Engineer,14,190000.0,Engineering
34,Male,Master's,Back End Developer,8,140000.0,Engineering
46,Male,PhD,Software Engineer,16,185000.0,Engineering
33,Female,Bachelor's,Full Stack Engineer,7,130000.0,Engineering
30,Female,Master's,Front End Developer,5,105000.0,Engineering
50,Male,PhD,Senior Project Engineer,19,200000.0,Engineering
30,Male,Bachelor's,Back End Developer,5,100000.0,Engineering
42,Male,Master's,Software Engineer,13,170000.0,Engineering
33,Female,Bachelor's,Full Stack Engineer,6,115000.0,Engineering
45,Male,PhD,Senior Project Engineer,16,185000.0,Engineering
29,Female,Bachelor's,Front End Developer,4,90000.0,Engineering
39,Female,Master's,Software Engineer,12,160000.0,Engineering
27,Male,Bachelor's,Back End Developer,3,80000.0,Engineering
49,Male,PhD,Senior Project Engineer,17,195000.0,Engineering
32,Female,Master's,Full Stack Engineer,6,115000.0,Engineering
36,Male,Bachelor's,Software Engineer,8,135000.0,Engineering
27,Male,Bachelor's,Front End Developer,2,65000.0,Engineering
43,Female,PhD,Senior Project Engineer,14,190000.0,Engineering
34,Male,Master's,Back End Developer,8,140000.0,Engineering
46,Male,PhD,Software Engineer,16,185000.0,Engineering
33,Female,Bachelor's,Full Stack Engineer,7,130000.0,Engineering
30,Female,Master's,Front End Developer,5,105000.0,Engineering
50,Male,PhD,Senior Project Engineer,19,200000.0,Engineering
30,Male,Bachelor's,Back End Developer,5,100000.0,Engineering
42,Male,Master's,Software Engineer,13,170000.0,Engineering
33,Female,Bachelor's,Full Stack Engineer,6,115000.0,Engineering
45,Male,PhD,Senior Project Engineer,16,185000.0,Engineering
29,Female,Bachelor's,Front End Developer,4,90000.0,Engineering
39,Female,Master's,Software Engineer,12,160000.0,Engineering
27,Male,Bachelor's,Back End Developer,3,80000.0,Engineering
49,Male,PhD,Senior Project Engineer,17,195000.0,Engineering
32,Female,Master's,Full Stack Engineer,6,115000.0,Engineering
36,Male,Bachelor's,Software Engineer,8,135000.0,Engineering
27,Male,Bachelor's,Front End Developer,2,65000.0,Engineering
43,Female,PhD,Senior Project Engineer,14,190000.0,Engineering
34,Male,Master's,Back End Developer,8,140000.0,Engineering
46,Male,PhD,Software Engineer,16,185000.0,Engineering
33,Female,Bachelor's,Full Stack Engineer,7,130000.0,Engineering
30,Female,Master's,Front End Developer,5,105000.0,Engineering
50,Male,PhD,Senior Project Engineer,19,200000.0,Engineering
30,Male,Bachelor's,Back End Developer,5,100000.0,Engineering
42,Male,Master's,Software Engineer,13,170000.0,Engineering
33,Female,Bachelor's,Full Stack Engineer,6,115000.0,Engineering
45,Male,PhD,Senior Project Engineer,16,185000.0,Engineering
29,Female,Bachelor's,Front End Developer,4,90000.0,Engineering
27,Male,Bachelor's,Developer,7,100000.0,Engineering
31,Female,Bachelor's,Front End Developer,6,110000.0,Engineering
37,Male,Master's,Software Engineer,10,150000.0,Engineering
27,Male,Bachelor's,Back End Developer,3,80000.0,Engineering
50,Male,PhD,Senior Project Engineer,18,195000.0,Engineering
32,Female,Master's,Full Stack Engineer,6,115000.0,Engineering
36,Male,Bachelor's,Software Engineer,8,135000.0,Engineering
27,Male,Bachelor's,Front End Developer,2,65000.0,Engineering
43,Female,PhD,Senior Project Engineer,14,190000.0,Engineering
34,Male,Master's,Back End Developer,8,140000.0,Engineering
46,Male,PhD,Software Engineer,16,185000.0,Engineering
33,Female,Bachelor's,Full Stack Engineer,7,130000.0,Engineering
30,Female,Master's,Front End Developer,5,105000.0,Engineering
50,Male,PhD,Senior Project Engineer,19,200000.0,Engineering
30,Male,Bachelor's,Back End Developer,5,100000.0,Engineering
42,Male,Master's,Software Engineer,13,170000.0,Engineering
33,Female,Bachelor's,Full Stack Engineer,6,115000.0,Engineering
45,Male,PhD,Senior Project Engineer,16,185000.0,Engineering
29,Female,Bachelor's,Front End Developer,4,90000.0,Engineering
39,Female,Master's,Software Engineer,12,160000.0,Engineering
27,Male,Bachelor's,Back End Developer,3,80000.0,Engineering
49,Male,PhD,Senior Project Engineer,17,195000.0,Engineering
32,Female,Master's,Full Stack Engineer,6,115000.0,Engineering
36,Male,Bachelor's,Software Engineer,8,135000.0,Engineering
27,Male,Bachelor's,Front End Developer,2,65000.0,Engineering
43,Female,PhD,Senior Project Engineer,14,190000.0,Engineering
34,Male,Master's,Back End Developer,8,140000.0,Engineering
46,Male,PhD,Software Engineer,16,185000.0,Engineering
33,Female,Bachelor's,Full Stack Engineer,7,130000.0,Engineering
30,Female,Master's,Front End Developer,5,105000.0,Engineering
50,Male,PhD,Senior Project Engineer,19,200000.0,Engineering
30,Male,Bachelor's,Back End Developer,5,100000.0,Engineering
42,Male,Master's,Software Engineer,13,170000.0,Engineering
33,Female,Bachelor's,Full Stack Engineer,6,115000.0,Engineering
45,Male,PhD,Senior Project Engineer,16,185000.0,Engineering
29,Female,Bachelor's,Front End Developer,4,90000.0,Engineering
39,Female,Master's,Software Engineer,12,160000.0,Engineering
27,Male,Bachelor's,Back End Developer,3,80000.0,Engineering
49,Male,PhD,Senior Project Engineer,17,195000.0,Engineering
32,Female,Master's,Full Stack Engineer,6,115000.0,Engineering
36,Male,Bachelor's,Software Engineer,8,135000.0,Engineering
27,Male,Bachelor's,Front End Developer,2,65000.0,Engineering
43,Female,PhD,Senior Project Engineer,14,190000.0,Engineering
34,Male,Master's,Back End Developer,8,140000.0,Engineering
46,Male,PhD,Software Engineer,16,185000.0,Engineering
33,Female,Bachelor's,Full Stack Engineer,7,130000.0,Engineering
30,Female,Master's,Front End Developer,5,105000.0,Engineering
50,Male,PhD,Senior Project Engineer,19,200000.0,Engineering
30,Male,Bachelor's,Back End Developer,5,100000.0,Engineering
42,Male,Master's,Software Engineer,13,170000.0,Engineering
33,Female,Bachelor's,Full Stack Engineer,6,115000.0,Engineering
45,Male,PhD,Senior Project Engineer,16,185000.0,Engineering
29,Female,Bachelor's,Front End Developer,4,90000.0,Engineering
39,Female,Master's,Software Engineer,12,160000.0,Engineering
27,Male,Bachelor's,Back End Developer,3,80000.0,Engineering
49,Male,PhD,Senior Project Engineer,17,195000.0,Engineering
32,Female,Master's,Full Stack Engineer,6,115000.0,Engineering
36,Male,Bachelor's,Software Engineer,8,135000.0,Engineering
27,Male,Bachelor's,Front End Developer,2,65000.0,Engineering
43,Female,PhD,Senior Project Engineer,14,190000.0,Engineering
34,Male,Master's,Back End Developer,8,140000.0,Engineering
46,Male,PhD,Software Engineer,16,185000.0,Engineering
33,Female,Bachelor's,Full Stack Engineer,7,130000.0,Engineering
30,Female,Master's,Front End Developer,5,105000.0,Engineering
50,Male,PhD,Senior Project Engineer,19,200000.0,Engineering
30,Male,Bachelor's,Back End Developer,5,100000.0,Engineering
42,Male,Master's,Software Engineer,13,170000.0,Engineering
33,Female,Bachelor's,Full Stack Engineer,6,115000.0,Engineering
45,Male,PhD,Senior Project Engineer,16,185000.0,Engineering
29,Female,Bachelor's,Front End Developer,4,90000.0,Engineering
39,Female,Master's,Software Engineer,12,160000.0,Engineering
27,Male,Bachelor's,Back End Developer,3,80000.0,Engineering
49,Male,PhD,Senior Project Engineer,17,195000.0,Engineering
32,Female,Master's,Full Stack Engineer,6,115000.0,Engineering
36,Male,Bachelor's,Software Engineer,8,135000.0,Engineering
27,Male,Bachelor's,Front End Developer,2,65000.0,Engineering
43,Female,PhD,Senior Project Engineer,14,190000.0,Engineering
34,Male,Master's,Back End Developer,8,140000.0,Engineering
46,Male,PhD,Software Engineer,16,185000.0,Engineering
33,Female,Bachelor's,Full Stack Engineer,7,130000.0,Engineering
30,Female,Master's,Front End Developer,5,105000.0,Engineering
50,Male,PhD,Senior Project Engineer,19,200000.0,Engineering
30,Male,Bachelor's,Back End Developer,5,100000.0,Engineering
42,Male,Master's,Software Engineer,13,170000.0,Engineering
33,Female,Bachelor's,Full Stack Engineer,6,115000.0,Engineering
45,Male,PhD,Senior Project Engineer,16,185000.0,Engineering
29,Female,Bachelor's,Front End Developer,4,90000.0,Engineering
39,Female,Master's,Software Engineer,12,160000.0,Engineering
27,Male,Bachelor's,Back End Developer,3,80000.0,Engineering
49,Male,PhD,Senior Project Engineer,17,195000.0,Engineering
32,Female,Master's,Full Stack Engineer,6,115000.0,Engineering
36,Male,Bachelor's,Software Engineer,8,135000.0,Engineering
27,Male,Bachelor's,Front End Developer,2,65000.0,Engineering
43,Female,PhD,Senior Project Engineer,14,190000.0,Engineering
34,Male,Master's,Back End Developer,8,140000.0,Engineering
46,Male,PhD,Software Engineer,16,185000.0,Engineering
33,Female,Bachelor's,Full Stack Engineer,7,130000.0,Engineering
30,Female,Master's,Front End Developer,5,105000.0,Engineering
50,Male,PhD,Senior Project Engineer,19,200000.0,Engineering
